,station_id,zipcode
1383,3970.0,10455
1384,3964.0,10455
1385,3192.0,07304
1386,4067.0,10040
1387,4088.0,10452
1388,3214.0,07302
1389,4047.0,10032
1390,4062.0,10033
1391,3679.0,07304
1392,3280.0,07304
1393,4081.0,10452
1394,4085.0,10456
1395,4106.0,10452
1396,4076.0,10451
1397,4098.0,10452
1398,3196.0,07087
1399,4086.0,10452
1400,4087.0,10452
1401,4101.0,10451
1402,4090.0,10451
1403,4166.0,10451
1404,4092.0,10452
1405,4094.0,10451
1406,4102.0,10452
1407,4130.0,10456
1408,4131.0,10452
1409,4162.0,10460
1410,4091.0,10452
1411,4030.0,10451
1412,4141.0,10459
1413,4105.0,10451
1414,4154.0,10474
1415,4155.0,10459
1416,4158.0,10459
1417,4156.0,10456
1418,4126.0,10451
1419,3681.0,07302
1420,3270.0,07302
1421,3278.0,07302
1422,4169.0,10457
1423,4159.0,10457
1424,4161.0,10457
1425,4195.0,10456
1426,4202.0,10459
1427,4140.0,10459
1428,4191.0,10459
1429,4149.0,10456
1430,4194.0,10452
1431,4115.0,10035
1432,4080.0,10452
1433,4172.0,10456
1434,4213.0,10460
1435,4177.0,10459
1436,4180.0,10459
1437,3483.0,07302
1438,4206.0,10458
1439,4179.0,10459
1440,4170.0,10456
1441,4107.0,10456
1442,4095.0,10456
1443,4212.0,10456
1444,4157.0,10456
1445,3275.0,07302-4522
1446,3677.0,07306
1447,4136.0,10451
1448,3481.0,07302-4522
1449,4189.0,10456
1450,4168.0,10457
1451,4192.0,10459
1452,4228.0,10460
1453,4227.0,10460
1454,4163.0,10460
1455,4160.0,10457
1456,4211.0,10459
1457,4230.0,10460
1458,4173.0,10459
1459,4205.0,10457
1460,4204.0,10459
1461,4164.0,10460
1462,4229.0,10457
1463,4146.0,10474
1464,4181.0,10460
1465,4247.0,10031
1466,4183.0,10457
1467,4208.0,10451
1468,4245.0,10459
1469,4250.0,10474
1470,4184.0,10460
1471,4328.0,10031
1472,4332.0,10451
1473,4252.0,10459
1474,4312.0,11102
1475,4251.0,10452
1476,4308.0,10456
1477,4262.0,11101
1478,4330.0,11106
1479,4314.0,11103
1480,4315.0,11103
1481,4313.0,11101
1482,4266.0,11377
1483,4268.0,11377
1484,4317.0,11377
1485,4269.0,11373
1486,4260.0,11105
1487,4267.0,11377
1488,4386.0,11220
1489,4273.0,11370
1490,4289.0,11101
1491,4321.0,11370
1492,4327.0,11106
1493,4275.0,11105
1494,4294.0,11370
1495,4296.0,11105
1496,4259.0,11103
1497,4323.0,11105
1498,4277.0,11105
1499,4322.0,11105
1500,4293.0,11370
1501,4324.0,11370
1502,4342.0,11215
1503,4291.0,11105
1504,4350.0,11218
1505,4343.0,11215
1506,4372.0,11232
1507,4370.0,11232
1508,4369.0,11232
1509,4379.0,11232
1510,4418.0,11232
1511,4382.0,11232
1512,4381.0,11232
1513,4352.0,11218
1514,4362.0,11215
1515,4388.0,11232
1516,4419.0,11220
1517,4390.0,11220
1518,4374.0,11220
1519,4392.0,11232
1520,4391.0,11220
1521,4385.0,11220
1522,4384.0,11220
1523,4403.0,11220
1524,4397.0,11220
1525,4428.0,11215
1526,4416.0,11232
1527,4422.0,11220
1528,4395.0,11220
1529,4408.0,11215
1530,4423.0,11220
1531,4401.0,11220
1532,4361.0,11218
1533,4366.0,11218
1534,4411.0,11220
1535,4364.0,11218
1536,4326.0,10030
1537,4412.0,11220
1538,4376.0,11218
1539,4435.0,11215
1540,4389.0,11219
1541,4394.0,11220
1542,4420.0,11232
1543,4253.0,10459
1544,4398.0,11220
1545,4404.0,11220
1546,4430.0,11220
1547,4378.0,11218
1548,4368.0,11218
1549,4417.0,11220
1550,4367.0,11218
1551,4439.0,10040
1552,4441.0,10040
1553,4442.0,10040
1554,4437.0,10033
1555,4438.0,10033
1556,4451.0,10040
1557,4440.0,10040
1558,4434.0,10040
1559,3193.0,07304
1560,4453.0,10040
1561,4457.0,10040
1562,4454.0,10040
1563,4460.0,10034
1564,4443.0,10034
1565,4461.0,10034
1566,4445.0,10034
1567,4446.0,10034
1568,4447.0,10034
1569,4463.0,10034
1570,4474.0,10034
1571,4464.0,10034
1572,4465.0,10034
1573,4462.0,10034
1574,4466.0,10034
1575,4467.0,10034
1576,4472.0,10040
1577,4489.0,11220
1578,4286.0,11377
1579,4485.0,11215
1580,4483.0,11218
1581,4484.0,11220
1582,4486.0,10031
1583,4176.0,10456
1584,4519.0,07030
1585,4459.0,10040
1586,4487.0,10033
1587,4448.0,10034
1588,4481.0,11209
1589,4473.0,10034
1590,4476.0,11217
1591,4458.0,10034
1592,4502.0,10034
1593,4490.0,10453
1594,4493.0,10457
1595,4494.0,10453
1596,4488.0,11209
1597,4496.0,10453
1598,4503.0,112321
1599,4495.0,10453
1600,4498.0,10457
1601,4497.0,10453
